eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
1.97E+11,1970,9,1,,0,,217,United States,1,North America,Pennsylvania,Philadelphia,40.008171,-75.13549,1,0,,,1,1,1,1,2,Other Crime Type,0,1,0,2,Armed Assault,,,,,1,Business,3,Bank/Commerce,,Bell Federal Savings and Loan,217,United States,,,,,,,,,,,,,,,,,"Weather Underground, Weathermen",,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistols,0,,,0,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97E+11,1970,9,18,,0,,217,United States,1,North America,Ohio,Toledo,41.67086,-83.543846,1,0,Dorr Street,"9/18/1970: Police Officer William Albert Miscannon was sitting in his police car in Toledo, Ohio, United States, near the headquarters of the Black Panther Party, when an unknown perpetrator walked up to his car and shot the officer three times.  Officer Miscannon was killed and his partner Officer Walter Shaw, who was also sitting in the car, was treated for shock.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,25,Police Security Forces/Officers,Toledo Police Department,Toledo Police officer stationed outside of the Black Panther Party Headquarters,217,United States,,,,,,,,,,,,,,,,,Black Panthers,,,,,,To kill police,1,,,0,1,0,0,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Silver handgun fired three times,1,1,0,1,1,0,0,,,,,0,,,,,,,0,,,,,,,,,"Following the attack there was a gunfight between the Toledo Police and Black Panthers.  The Police raided the headquarters of the Black Panther party an hour after the incident which directly led to the demise of the BPP within Toledo.  John McClellan was accused of carrying out the attack, but after three trials, two of which resulted in hung juries, he was acquitted.","Agis Salpukas, ""A Toledo Policeman Is Shot Dead in Patrol Car,"" New York Times, September 19, 1970.","Joshua Boak, ""After 36 Years, Slain Officer's Daughter Feels Loss,"" Toledo Blade, February 22, 2007.","""Bloody Chapters Added To Panther Saga,"" Afro-American, September 26, 1970.",Hewitt Project,0,0,0,0,
1.97E+11,1970,9,23,,0,,217,United States,1,North America,Massachusetts,Brighton,42.350097,-71.156442,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,25,Police Security Forces/Officers,Brighton Police,Policeman,217,United States,,,,,,,,,,,,,,,,,"Weather Underground, Weathermen",,,,,,,0,,,0,5,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistols,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97E+11,1970,10,21,,0,,217,United States,1,North America,Illinois,Cairo,37.005105,-89.176269,1,0,Washington Avenue,"10/21/1970: Snipers positioned in and around the Pyramid Court Housing Project, armed with automatic weapons, fired on police headquarters in Cairo, Illinois, United States.  Police fired back in an exchanged that last three hours.  There were no casualties but the police station was hit by hundreds of bullets.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,22,"Police Building (headquarters, station, school)",Cairo Police Department,Cairo Police Headquarters,217,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,To kill police,0,,,0,-99,-99,0,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic Weapons,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Police station was hit by hundreds of bullets,0,,,,,,,0,,,,,,,,,"There was an attack on police headquarters less than a week later by Black militants (197010240004).  In total, thousands of rounds were fired.","Seth S. King, ""In Cairo, Ill., Racial Tensions Remain High After Week of Shooting and Arson,"" New York Times, October 27, 1970.","""Cairo Police, Snipers Wage Battle,"" New York Times, October 22, 1970.",,Hewitt Project,-9,-9,0,-9,
1.97E+11,1970,10,24,,0,,217,United States,1,North America,Michigan,Detroit,42.331685,-83.047924,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,25,Police Security Forces/Officers,Detroit Police,Policeman,217,United States,,,,,,,,,,,,,,,,,National Committee to Combat Fascism,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,Shotgun,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97E+11,1970,10,24,,0,,217,United States,1,North America,Illinois,Cairo,37.005105,-89.176269,1,0,Washington Avenue,"10/24/1970: Fifteen to eighteen Black militants, dressed in military fatigues and armed with rifles, opened fire on police headquarters in Cairo, Illinois, United States, three separate times during a six hour period.  Police were able to repel each of the three attacks.  One Black militant was injured and one bystander was hit by a stray bullet.  Buildings in the surrounding area were also damaged by bullets.  In response to this attack, the mayor claimed that there was an ""open armed insurrection"" taking place in Cairo.",1,1,1,0,,,1,1,0,2,Armed Assault,,,,,3,Police,22,"Police Building (headquarters, station, school)",Cairo Police Department,Cairo Police Headquarters,217,United States,,,,,,,,,,,,,,,,,Black Panthers,,,,,,To kill police,1,,,0,16,0,0,,,,,,,,,,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,Rifles,0,0,0,2,2,1,1,3,Minor (likely < $1 million),,Police station and buildings in surrounding area were damaged by bullets,0,,,,,,,0,,,,,,,,,"This might be part of a multiple attack with (197010240003) which took place in Cairo an hour earlier.  Snipers fired upon the police headquarters less than a week earlier (197010210003).  This first attack on the police station took place at 8:15 PM, the second attack took place at 10:15 PM, and the third attack took place at 2:10 AM on October 25th.  The final attack took thirty-five minutes and hundreds of rounds were fired.  Some of the gunmen emerged from the building that acted as the headquarters of the Black United Front, an organization which was directing a boycott of White owned businesses in Cairo at the time.  The Mayor of Cairo, Albert Thomas, believed that some of the Black militants were members of the Black Panther Party, however, the Black Panthers denied any involvement in the attacks.  State troopers were ordered into Cairo as a result of the attacks.","""Armed Negroes Attack Police Station in Cairo, Ill."" New York Times, October 25, 1970.","""State Troopers on Duty in Cairo,"" New York Times, October 26, 1970.","""Riflemen Attack Police Station,"" Deseret News, October 24, 1970.",Hewitt Project,0,0,0,0,"197010240003, 197010240004"
1.97E+11,1970,11,1,,0,,217,United States,1,North America,Pennsylvania,New Castle,41.001845,-80.34724,1,0,Outside of Rainbow Gardens Bar,"11/1/1970: African American Ronald Mitchell was killed in a drive-by shooting by suspected White Racists in New Castle, Pennsylvania, United States.  His death sparked violent race riots throughout the city.",1,1,1,1,2,Other Crime Type,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,71,Race/Ethnicity Identified,Black person,Ronald Mitchell,217,United States,,,,,,,,,,,,,,,,,White extremists,,,,,,Suspected motive was to intimidate the African American community of New Castle Pennsylvania.,0,,,0,-99,-99,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Drive-by shooting.,1,1,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,"This attack directly led to the outbreak of riots by the African American community of New Castle, Pennsylvania.","""Slaying Spurs Disorders,"" New York Times, November 2, 1970.","""Murder of Black Veteran Triggers New Castle Riot,"" New Pittsburg Courier, November 7, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",Hewitt Project,-9,-9,0,-9,
1.97E+11,1970,11,8,,0,,217,United States,1,North America,Illinois,Cairo,37.005105,-89.176269,1,0,,"11/8/1970: Shortly after a lumber yard owned by Robert Cunningham, a former leader of a White vigilante group in Cairo, Illinois, United States, was set on fire, Wiley Anderson, an African American, was shot four times as he was walking in the Pyramid Court Housing Projects in Cairo.  Leaders of Cairo's African American community believed that Anderson was shot by White snipers firing indiscriminately into the predominantly Black housing projects.  Anderson died from his wounds two weeks later.",1,1,1,1,2,Other Crime Type,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,71,Race/Ethnicity Identified,African Americans,African Americans walking in the Pyramid Court Housing Project in Cairo Illinois,217,United States,,,,,,,,,,,,,,,,,White extremists,,,,,,To kill African Americans,0,,,0,-99,-99,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,1,1,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,"This incident occurred a short time after the lumber yard of Cairo Illinois was set on fire (197011070002).  Wiley Anderson was a sergeant on leave from the army.  Members of the United Front, an organization directing an African American boycott of White owned business in Cairo, believed that the sniper fire was coming from two different directions.  The United Front also stated that Walter Garrett, who was walking with Wiley Anderson at the time, was also shot.  However, the police dispute this claim.  The FBI stated that there was no evidence that any federal statutes were violated and the police were unsure who shot Wiley Anderson.","""Cairo Plant Burns During Racial Clash,"" Washington Post, November 9, 1970.","""Panther Trial Judge Reverses Ruling, Allows Tapes,"" Washington Post, December 1, 1970.","""Cairo Disturbances,"" Reading Eagle, November 9, 1970.",Hewitt Project,-9,-9,0,-9,
1.97E+11,1971,1,13,,0,,217,United States,1,North America,California,San Francisco,37.755363,-122.443352,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,25,Police Security Forces/Officers,Hunters Point,Policeman,217,United States,,,,,,,,,,,,,,,,,Black Liberation Army,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistol,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97E+11,1971,1,24,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,Manhattan,"1/24/1971: At around 8:00 AM, a member of the Black Liberation Army flagged down a police officer driving his radio car in Manhattan, New York, United States.  When the cop pulled over, the perpetrator began stabbing the officer with a knife.  The officer then shot and killed the assailant.  That morning, the New York Times received two anonymous calls stating that a New York policeman would be killed at 8:00 AM unless the BLA received $100,000.",1,1,1,1,2,Other Crime Type,0,1,0,2,Armed Assault,,,,,3,Police,25,Police Security Forces/Officers,New York Police Department,Indiscriminate New York policeman,217,United States,,,,,,,,,,,,,,,,,Black Liberation Army,,,,,,To kill police,0,,,0,1,0,1,3,Call (pre-incident),,,,,,,,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,,,,,Knife,1,1,1,1,1,0,0,,,,,0,,,,,,,0,,,,,,,,,"The police officer recovered from his stab wounds.  Josh Smith, a man purporting to be from the Black Liberation Army, called New York Channel 7 after the incident claiming that ""no longer will the pig hatchet men plant their heels on our people.""  He stated that the next two people to be targeted would be the commissioner and deputy commissioner of the New York Police Department.","Robert Daley, ""Target Blue,"" Delacorte Press, 1973.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",,Hewitt Project,0,0,0,0,
1.97E+11,1971,2,20,,0,,217,United States,1,North America,Florida,Miami,25.774591,-80.214195,1,0,Liberty City,"2/20/1971: Miami Police Officer Victor Butler Jr. was ambushed by suspected members of the Black Afro-militant Movement (BAMM) in Miami, Florida, United States.  The bullets struck him in the chest and back and he died instantly.  BAMM members John Lane and John Murray Johnson were indicted of the murder but the charges were dropped when the police witness, and fellow BAMM member Jan Thurston, recanted his confession.  Police eventually indicted Thurston for the murder but charges against him were also dropped because a judged ruled that he was questioned without probable cause.",1,1,1,1,2,Other Crime Type,0,1,0,2,Armed Assault,,,,,3,Police,25,Police Security Forces/Officers,Miami Police Officer,,217,United States,,,,,,,,,,,,,,,,,Black Afro Militant Movement,,,,,,To promote violence against the establishment,1,,,0,-99,-99,0,,,,,,,,,,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,Two .30 caliber rifle slugs,1,1,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,"Victor Butler was an African American.  In his original confession, Thurston stated that he was in a car with 3-5 people that dropped Lane and Johnson off to commit the murder.  The Miami Police Department considers the case closed since Lane, Johnson, and Thurston, who the department believed to be involved in the incident, were arrested.","Dr. William Wilbanks, ""Forgotten Heroes: Police Officers Killed in Dade County,"" Turner Publishing Company, 1996.",,,Hewitt Project,0,0,0,0,
1.97E+11,1971,4,2,,0,,217,United States,1,North America,California,Riverside,33.953349,-117.396156,1,0,4792 Ottawa Ave.,"4/2/1971: Police Officers Leonard A. Christiansen and Paul C. Teel were ambushed while on duty in Riverside, California, United States.  The officers, responding to a fake burglary call, were shot and killed as they got out of their car.  Police believed that the attack was carried out by three Black militants.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,25,Police Security Forces/Officers,Riverside Police Department,Indiscriminate Riverside Police Officers,217,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,To kill police,0,,,0,3,-99,0,,,,,,,,,,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,Shotguns,2,2,0,0,0,0,1,3,Minor (likely < $1 million),,Police car damaged,0,,,,,,,0,,,,,,,,,"Officer Christiansen was killed instantly, while Officer Teel survived long enough to call for help, but died on his way to the hospital.  This incident took place during racial tension in Riverside California.  Three African Americans; Civil Rights leader Gary Lawton, Nehemiah Jackson and Larrie Gardner, were tried three times for the murders, but were never convicted.","Jon R. Waltz, ""Beneath the Wheels of Justice; The Ambush Murders,"" Washington Post, November 25, 1979.","""Officer Leonard Christiansen and Officer Paul Teel,"" Riverside Police Department Safe In His Arms Memorial, 2009. <http://www.riversideca.gov/rpd/memorial/chrstn_teal.htm>.",,Hewitt Project,-9,-9,0,-9,
1.97E+11,1971,4,3,,0,,217,United States,1,North America,Michigan,Ypsilanti,42.24088,-83.613089,1,1,Lover's Lane road between Plymouth and Ypsilanti Michigan,"4/3/1971: Dr. R. Wiley Brownlee, high school principle and promoter of racial coexistence was struck down and kidnapped by members of the Ku Klux Klan in Ypsilanti, Michigan, United States.  Dr. Brownlee was released later in the night but not before he was tarred and feathered.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,14,Private Citizens & Property,68,Named Civilian,Promoter of racial harmony,Dr. R. Wiley Brown,217,United States,,,,,,,,,,,,,,,,,Ku Klux Klan,,,,,,Intimidate people who promote racial harmony,0,,,0,5,5,0,,,,,,,,,,5,Firearms,4,Rifle/Shotgun (non-automatic),9,Melee,22,"Hands, Feet, Fists",,,,,,,,,The shotguns were not fired.  The target was struck down either with the shotgun or by fist.,0,0,0,1,1,0,0,,,,,1,1,1,2,,,,0,,,,,,2,Hostage(s) released by perpetrators,,"The length of the kidnapping was estimated to be two hours.  In response to the attack, Dr. Brownlee jokingly stated that it made him the Blackest man in town.  Robert Miles, the leader of Michigan's KKK, and four others were indicted for the attack.  Robert Miles was convicted.  He was also convicted for incident 197108300002.","""High School Principal 'Tarred and Feathered,'"" Atlanta Daily World, April 4, 1971.","""Arrest Held Stunt,"" Washington Post, June 24, 1972.","""Klan Leader Convicted,"" Call and Post, November 17, 1973.",Hewitt Project,0,0,0,0,
1.97E+11,1971,4,19,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,,,1,1,1,0,,,0,0,0,2,Armed Assault,,,,,3,Police,25,Police Security Forces/Officers,New York Police Department,Policemen,217,United States,,,,,,,,,,,,,,,,,Black Panthers,,,,,,,0,,,0,3,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistols,0,,,2,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97E+11,1971,4,23,,0,,217,United States,1,North America,California,Palo Alto,37.424305,-122.143913,1,0,Stanford University,"4/23/1971: Unknown perpetrators shot two electrical transformers that provided power to Stanford University in Palo Alto, California, United States.  There were no casualties but the transformers were damaged.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,21,Utilities,107,Electricity,Central power station for Stanford University,Two electric transformers at the central power station for Stanford University,217,United States,8,Educational Institution,49,School/University/Educational Building,Stanford University,Central power station for Stanford University,217,United States,,,,,,,,,Student Radicals,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Four shots from either a rifle or pistol,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Hole punctured in two electric transformers,0,,,,,,,0,,,,,,,,,"It is unknown if the damage to the electric transformers caused the power to go out at Stanford University.  This might be part of a multiple attack with the bombing at Stanford University later in the day (197104230002).  There were three other bombings in Northern California on April 23rd (197104230001, 197104230003, and 197104230004).","""California Blasts Damage College, Bank, Parole Unit,"" Baltimore Sun, 4/24/1971.","""Stanford Office Bombed,"" Virgin Islands Daily News, April 24, 1971.","""Explosion Rips Stanford President's Office Building,"" Schenectady Gazette, April 24, 1971.",Hewitt Project,-9,-9,0,-9,
